"carrera","carrera_siglas","tipo","cohorte","cohorte_anio","linea_formativa","propuesta","ifda_sigla","ifda","prematriculados","inician_curso","aprueban_MI","cursantes_T3"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","2","0","2","2"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF","Profesorado","Mayo 2019","2019","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","URQUIZA","Escuela Normal Superior Justo José de Urquiza","2","0","2","1"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF","Profesorado","Mayo 2019","2019","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","17","0","17","17"
"Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","PROFSEC_INF","Profesorado","Mayo 2019","2019","Formación docente complementaria","Profesorado de Educación Secundaria en Informática (en concurrencia con título de base)","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","3","0","3","3"
"Profesorado de Inglés (en concurrencia con título de base)","PROF_INGLES","Profesorado","Octubre 2018","2018","Formación docente complementaria","Profesorado de Inglés (en concurrencia con título de base)","IESSB","Instituto de Enseñanza Superior Simón Bolívar","18","0","18","18"
"Formación Pedagógica para la Educación Secundaria","FORM_SEC","Formación pedagógica (profesorado)","Octubre 2018","2018","Formación docente complementaria","Formación Pedagógica para la Educación Secundaria","IESSB","Instituto de Enseñanza Superior Simón Bolívar","2","0","2","2"
"Formación Pedagógica para la Educación Secundaria","FORM_SEC","Formación pedagógica (profesorado)","Mayo 2019","2019","Formación docente complementaria","Formación Pedagógica para la Educación Secundaria","URQUIZA","Escuela Normal Superior Justo José de Urquiza","1","0","1","1"
"Formación Pedagógica para la Educación Secundaria","FORM_SEC","Formación pedagógica (profesorado)","Mayo 2019","2019","Formación docente complementaria","Formación Pedagógica para la Educación Secundaria","IESSB","Instituto de Enseñanza Superior Simón Bolívar","1","0","1","1"
"Formación Pedagógica para la Educación Secundaria","FORM_SEC","Formación pedagógica (profesorado)","Mayo 2019","2019","Formación docente complementaria","Formación Pedagógica para la Educación Secundaria","SANMARTIN","Colegio Superior San Martín","1","0","1","1"
"Formación Pedagógica para la Educación Secundaria","FORM_SEC","Formación pedagógica (profesorado)","Mayo 2019","2019","Formación docente complementaria","Formación Pedagógica para la Educación Secundaria","CCASTRO","Conservatorio Superior de Música Juan José Castro","1","0","1","1"
"Seminario ""La evolución de lo viviente: Darwin imprescindible""","SEMINARIODARWIN","Seminario","Abril 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La evolución de lo viviente: Darwin imprescindible""","CARENA","Instituto Superior Dr. Carlos María Carena","28","20","0","20"
"Seminario ""La evolución de lo viviente: Darwin imprescindible""","SEMINARIODARWIN","Seminario","Abril 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La evolución de lo viviente: Darwin imprescindible""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","39","30","0","30"
"Seminario ""La evolución de lo viviente: Darwin imprescindible""","SEMINARIODARWIN","Seminario","Abril 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La evolución de lo viviente: Darwin imprescindible""","SANMARTIN","Colegio Superior San Martín","38","33","0","33"
"Seminario ""La evolución de lo viviente: Darwin imprescindible""","SEMINARIODARWIN","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La evolución de lo viviente: Darwin imprescindible""","URQUIZA","Escuela Normal Superior Justo José de Urquiza","8","5","0","5"
"Seminario ""La evolución de lo viviente: Darwin imprescindible""","SEMINARIODARWIN","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La evolución de lo viviente: Darwin imprescindible""","CARENA","Instituto Superior Dr. Carlos María Carena","3","3","0","3"
"Seminario ""La evolución de lo viviente: Darwin imprescindible""","SEMINARIODARWIN","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La evolución de lo viviente: Darwin imprescindible""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","37","25","0","25"
"Seminario ""La evolución de lo viviente: Darwin imprescindible""","SEMINARIODARWIN","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La evolución de lo viviente: Darwin imprescindible""","SANMARTIN","Colegio Superior San Martín","2","2","0","2"
"Seminario ""La evolución de lo viviente: Darwin imprescindible""","SEMINARIODARWIN","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La evolución de lo viviente: Darwin imprescindible""","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","11","8","0","8"
"Seminario ""La evolución de lo viviente: Darwin imprescindible""","SEMINARIODARWIN","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La evolución de lo viviente: Darwin imprescindible""","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","9","7","0","7"
"Seminario ""La evolución de lo viviente: Darwin imprescindible""","SEMINARIODARWIN","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La evolución de lo viviente: Darwin imprescindible""","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","3","3","0","3"
"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","CARENA","Instituto Superior Dr. Carlos María Carena","7","0","6","6"
"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","SANMARTIN","Colegio Superior San Martín","11","0","6","6"
"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","21","0","11","10"
"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","74","0","44","44"
"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","URQUIZA","Escuela Normal Superior Justo José de Urquiza","2","0","2","1"
"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","SANMARTIN","Colegio Superior San Martín","1","0","1","0"
"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","15","0","15","6"
"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","CARENA","Instituto Superior Dr. Carlos María Carena","37","0","26","26"
"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","SANMARTIN","Colegio Superior San Martín","40","0","26","26"
"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","40","0","26","26"
"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","172","0","95","86"
"Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","SEMINARIOCORDOBAZO","Seminario","Abril 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","42","35","0","35"
"Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","SEMINARIOCORDOBAZO","Seminario","Abril 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","103","70","0","70"
"Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","SEMINARIOCORDOBAZO","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","URQUIZA","Escuela Normal Superior Justo José de Urquiza","10","7","0","7"
"Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","SEMINARIOCORDOBAZO","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","CARENA","Instituto Superior Dr. Carlos María Carena","12","10","0","10"
"Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","SEMINARIOCORDOBAZO","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","SANMARTIN","Colegio Superior San Martín","7","4","0","4"
"Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","SEMINARIOCORDOBAZO","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","7","3","0","3"
"Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","SEMINARIOCORDOBAZO","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","6","4","0","4"
"Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","SEMINARIOCORDOBAZO","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","82","46","0","46"
"Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","SEMINARIOCORDOBAZO","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","23","21","0","21"
"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","URQUIZA","Escuela Normal Superior Justo José de Urquiza","103","76","0","76"
"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","CARENA","Instituto Superior Dr. Carlos María Carena","48","39","0","39"
"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","IESSB","Instituto de Enseñanza Superior Simón Bolívar","211","162","0","162"
"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","SANMARTIN","Colegio Superior San Martín","46","38","0","38"
"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","93","76","0","76"
"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","45","37","0","37"
"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","35","31","0","31"
"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","CCASTRO","Conservatorio Superior de Música Juan José Castro","43","40","0","40"
"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021 (solo docentes municipales)","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","IESSB","Instituto de Enseñanza Superior Simón Bolívar","275","263","0","263"
"Actualización Académica en Pedagogía y Cultura","PYC_ACT","Trayecto","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Actualización Académica en Pedagogía y Cultura","IESSB","Instituto de Enseñanza Superior Simón Bolívar","79","0","74","74"
"Actualización Académica Trayectorias Escolares y Enseñanza en el PIT","PIT_ACT","Trayecto","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","URQUIZA","Escuela Normal Superior Justo José de Urquiza","10","0","10","9"
"Actualización Académica Trayectorias Escolares y Enseñanza en el PIT","PIT_ACT","Trayecto","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","CARENA","Instituto Superior Dr. Carlos María Carena","11","0","11","10"
"Actualización Académica Trayectorias Escolares y Enseñanza en el PIT","PIT_ACT","Trayecto","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","27","0","27","26"
"Actualización Académica Trayectorias Escolares y Enseñanza en el PIT","PIT_ACT","Trayecto","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","85","0","85","83"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_TDIP","Trayecto","Marzo 2020","2020","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","1","0","1","1"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_TDIP","Trayecto","Marzo 2020","2020","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","1","0","1","1"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_TDIP","Trayecto","Marzo 2020","2020","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","ISCAL","Instituto Superior Carlos Alberto Leguizamón","2","0","2","2"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_TDIP","Trayecto","Mayo 2021","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","4","0","4","4"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_TDIP","Trayecto","Mayo 2021","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","4","0","4","4"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_TDIP","Trayecto","Mayo 2021","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","ISCAL","Instituto Superior Carlos Alberto Leguizamón","18","0","16","16"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_TDIP","Trayecto","Mayo 2021 (finalización cohorte 2020)","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","1","0","1","0"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_TDIP","Trayecto","Mayo 2021 (finalización cohorte 2020)","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","1","0","1","1"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_TDIP","Trayecto","Marzo 2020","2020","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","4","0","4","4"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_TDIP","Trayecto","Marzo 2020","2020","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","6","0","6","6"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_TDIP","Trayecto","Marzo 2020","2020","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","ISCAL","Instituto Superior Carlos Alberto Leguizamón","35","0","35","26"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_TDIP","Trayecto","Mayo 2021","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","27","0","21","21"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_TDIP","Trayecto","Mayo 2021","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","20","0","19","19"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_TDIP","Trayecto","Mayo 2021","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","ISCAL","Instituto Superior Carlos Alberto Leguizamón","124","0","115","114"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_TDIP","Trayecto","Mayo 2021 (finalización cohorte 2020)","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","3","0","3","1"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_TDIP","Trayecto","Mayo 2021 (finalización cohorte 2020)","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","4","0","4","3"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_TDIP","Trayecto","Mayo 2021 (finalización cohorte 2020)","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","ISCAL","Instituto Superior Carlos Alberto Leguizamón","15","0","15","8"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_TDIP","Trayecto","Marzo 2020","2020","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","1","0","1","1"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_TDIP","Trayecto","Marzo 2020","2020","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","ISCAL","Instituto Superior Carlos Alberto Leguizamón","14","0","14","11"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_TDIP","Trayecto","Mayo 2021","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","6","0","6","6"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_TDIP","Trayecto","Mayo 2021","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","17","0","13","13"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_TDIP","Trayecto","Mayo 2021","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","ISCAL","Instituto Superior Carlos Alberto Leguizamón","24","0","24","24"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_TDIP","Trayecto","Mayo 2021 (finalización cohorte 2020)","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","1","0","1","0"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_TDIP","Trayecto","Mayo 2021 (finalización cohorte 2020)","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","ISCAL","Instituto Superior Carlos Alberto Leguizamón","6","0","6","5"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_TDIP","Trayecto","Mayo 2021","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","3","0","3","3"
"Diplomatura Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_TDIP","Trayecto","Mayo 2021","2021","Formación de directores y supervisores","Diplomatura Superior en Conducción y Gestión Educativa ","ISCAL","Instituto Superior Carlos Alberto Leguizamón","6","0","6","6"
"Seminario ""Pensamiento Computacional""","SEMINARIOPENSACOM","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Pensamiento Computacional""","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","166","130","0","130"
"Seminario ""Narrativas Hipermediales""","SEMINARIONARRAHIPER","Seminario","Marzo 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Narrativas Hipermediales""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","30","30","0","30"
"Seminario ""Narrativas Hipermediales""","SEMINARIONARRAHIPER","Seminario","Marzo 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Narrativas Hipermediales""","ISCAL","Instituto Superior Carlos Alberto Leguizamón","28","27","0","27"
"Seminario ""Narrativas Hipermediales""","SEMINARIONARRAHIPER","Seminario","Marzo 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Narrativas Hipermediales""","ISPT","Instituto Superior del Profesorado Tecnológico","48","48","0","48"
"Seminario ""Redes Digitales y Sociales""","SEMINARIOREDDIGIYSOC","Seminario","Marzo 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Redes Digitales y Sociales""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","25","25","0","25"
"Seminario ""Redes Digitales y Sociales""","SEMINARIOREDDIGIYSOC","Seminario","Marzo 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Redes Digitales y Sociales""","ISCAL","Instituto Superior Carlos Alberto Leguizamón","62","56","0","56"
"Seminario ""Redes Digitales y Sociales""","SEMINARIOREDDIGIYSOC","Seminario","Marzo 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Redes Digitales y Sociales""","ISPT","Instituto Superior del Profesorado Tecnológico","36","36","0","36"
"Seminario ""Redes Digitales y Sociales""","SEMINARIOREDDIGIYSOC","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Redes Digitales y Sociales""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","25","25","0","25"
"Seminario ""Redes Digitales y Sociales""","SEMINARIOREDDIGIYSOC","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Redes Digitales y Sociales""","ISCAL","Instituto Superior Carlos Alberto Leguizamón","21","20","0","20"
"Seminario ""Redes Digitales y Sociales""","SEMINARIOREDDIGIYSOC","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Redes Digitales y Sociales""","ISPT","Instituto Superior del Profesorado Tecnológico","47","46","0","46"
"Seminario ""La Datificación de la Experiencia""","SEMINARIODATIEXP","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Datificación de la Experiencia""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","22","22","0","22"
"Seminario ""La Datificación de la Experiencia""","SEMINARIODATIEXP","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Datificación de la Experiencia""","ISCAL","Instituto Superior Carlos Alberto Leguizamón","45","45","0","45"
"Seminario ""La Datificación de la Experiencia""","SEMINARIODATIEXP","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Datificación de la Experiencia""","ISPT","Instituto Superior del Profesorado Tecnológico","68","67","0","67"
"Especialización Docente de Nivel Superior en Educación y Medios Digitales","EDUYMEDIOS19","Trayecto","Mayo 2019","2019","Formación de docentes en el área de medios y tecnologías","Educación y Medios Digitales","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","21","0","21","21"
"Especialización Docente de Nivel Superior en Educación y Medios Digitales","EDUYMEDIOS19","Trayecto","Mayo 2019","2019","Formación de docentes en el área de medios y tecnologías","Educación y Medios Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","62","0","62","57"
"Formación Pedagógica Trayectorias Escolares y Enseñanza en el PIT","FORM_PIT","Formación pedagógica (postítulo)","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","URQUIZA","Escuela Normal Superior Justo José de Urquiza","7","0","7","7"
