"anio","carrera","carrera_siglas","tipo","cohorte","cohorte_anio","linea_formativa","propuesta","ifda_sigla","ifda","prematriculados","inician_curso","aprueban_MI","cursantes_T3"
NULL,"Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","SEMINARIOMUSICAS","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","1","0","0","0"
NULL,"Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","SEMINARIOMUSICAS","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","1","0","0","0"
NULL,"Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","SEMINARIOMUSICAS","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","1","0","0","0"
NULL,"Oferta de módulos individuales","MOD_INDIVIDUALES","Módulos individuales","Única","2018","Oferta de módulos individuales","Oferta de módulos individuales","ISEP","Instituto Superior de Estudios Pedagógicos","33","0","0","0"
NULL,"Oferta de módulos individuales","MOD_INDIVIDUALES","Módulos individuales","Única","2018","Oferta de módulos individuales","Oferta de módulos individuales","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","1","0","0","0"
NULL,"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","URQUIZA","Escuela Normal Superior Justo José de Urquiza","8","0","0","0"
NULL,"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","CARENA","Instituto Superior Dr. Carlos María Carena","1","0","0","0"
NULL,"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","SANMARTIN","Colegio Superior San Martín","1","0","0","0"
NULL,"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","4","0","0","0"
NULL,"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","4","0","0","0"
NULL,"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","1","0","0","0"
NULL,"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","35","0","0","0"
NULL,"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","CCASTRO","Conservatorio Superior de Música Juan José Castro","3","0","0","0"
NULL,"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","SANMARTIN","Colegio Superior San Martín","11","0","0","0"
NULL,"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","29","0","0","0"
NULL,"Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","FORM_ATES","Formación pedagógica (postítulo)","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","170","0","0","0"
NULL,"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","URQUIZA","Escuela Normal Superior Justo José de Urquiza","8","0","0","0"
NULL,"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","CARENA","Instituto Superior Dr. Carlos María Carena","7","0","0","0"
NULL,"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","SANMARTIN","Colegio Superior San Martín","11","0","0","0"
NULL,"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","10","0","0","0"
NULL,"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","14","0","0","0"
NULL,"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","1","0","0","0"
NULL,"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","52","0","0","0"
NULL,"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","CCASTRO","Conservatorio Superior de Música Juan José Castro","5","0","0","0"
NULL,"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","SANMARTIN","Colegio Superior San Martín","21","0","0","0"
NULL,"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","56","0","0","0"
NULL,"Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ATES_ACT","Trayecto","Agosto 2021","2021","Formación de docentes del nivel de educación secundaria","Acompañamiento a las Trayectorias Escolares en la Educación Secundaria","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","199","0","0","0"
NULL,"Actualización Académica en la Enseñanza de Inglés en la Educación Primaria","INGLES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en la Enseñanza de Inglés en la Educación Primaria","URQUIZA","Escuela Normal Superior Justo José de Urquiza","4","0","0","0"
NULL,"Actualización Académica en la Enseñanza de Inglés en la Educación Primaria","INGLES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en la Enseñanza de Inglés en la Educación Primaria","CARENA","Instituto Superior Dr. Carlos María Carena","1","0","0","0"
NULL,"Actualización Académica en la Enseñanza de Inglés en la Educación Primaria","INGLES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en la Enseñanza de Inglés en la Educación Primaria","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","2","0","0","0"
NULL,"Actualización Académica en la Enseñanza de Inglés en la Educación Primaria","INGLES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en la Enseñanza de Inglés en la Educación Primaria","ISCAL","Instituto Superior Carlos Alberto Leguizamón","11","0","0","0"
NULL,"Actualización Académica en la Enseñanza de Inglés en la Educación Primaria","INGLES_ACT","Trayecto","Mayo 2019","2019","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en la Enseñanza de Inglés en la Educación Primaria","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","2","0","0","0"
NULL,"Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","SEMINARIOCORDOBAZO","Seminario","Agosto 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","URQUIZA","Escuela Normal Superior Justo José de Urquiza","11","0","0","0"
NULL,"Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","SEMINARIOCORDOBAZO","Seminario","Agosto 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""El Cordobazo: ciudad, acontecimiento y fiesta""","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","44","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2020","2020","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","URQUIZA","Escuela Normal Superior Justo José de Urquiza","87","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2020","2020","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","CARENA","Instituto Superior Dr. Carlos María Carena","19","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2020","2020","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","IESSB","Instituto de Enseñanza Superior Simón Bolívar","469","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2020","2020","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","SANMARTIN","Colegio Superior San Martín","45","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2020","2020","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","111","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2020","2020","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","22","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2020","2020","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","CCASTRO","Conservatorio Superior de Música Juan José Castro","7","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","URQUIZA","Escuela Normal Superior Justo José de Urquiza","77","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","CARENA","Instituto Superior Dr. Carlos María Carena","20","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","IESSB","Instituto de Enseñanza Superior Simón Bolívar","724","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","SANMARTIN","Colegio Superior San Martín","50","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","118","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","32","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Agosto 2021","2021","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","CCASTRO","Conservatorio Superior de Música Juan José Castro","15","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Marzo 2022","2022","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","URQUIZA","Escuela Normal Superior Justo José de Urquiza","74","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Marzo 2022","2022","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","CARENA","Instituto Superior Dr. Carlos María Carena","12","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Marzo 2022","2022","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","IESSB","Instituto de Enseñanza Superior Simón Bolívar","590","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Marzo 2022","2022","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","SANMARTIN","Colegio Superior San Martín","11","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Marzo 2022","2022","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","141","0","0","0"
NULL,"Seminario de Formación Docente en Conducción y Gestión Educativa","SEMINARIOGESTION","Seminario","Marzo 2022","2022","Formación de directores y supervisores","Seminario de Formación Docente en Conducción y Gestión Educativa","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","34","0","0","0"
NULL,"Actualización Académica en Pedagogía y Cultura","PYC_ACT","Trayecto","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Actualización Académica en Pedagogía y Cultura","IESSB","Instituto de Enseñanza Superior Simón Bolívar","36","0","0","0"
NULL,"Actualización Académica en Pedagogía y Cultura","PYC_ACT","Trayecto","Marzo 2022","2022","Formación de estudiantes de institutos de formación docente y docentes noveles","Actualización Académica en Pedagogía y Cultura","IESSB","Instituto de Enseñanza Superior Simón Bolívar","7","0","0","0"
NULL,"Actualización Académica Trayectorias Escolares y Enseñanza en el PIT","PIT_ACT","Trayecto","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","CARENA","Instituto Superior Dr. Carlos María Carena","1","0","0","0"
NULL,"Actualización Académica Trayectorias Escolares y Enseñanza en el PIT","PIT_ACT","Trayecto","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","2","0","0","0"
NULL,"Actualización Académica Trayectorias Escolares y Enseñanza en el PIT","PIT_ACT","Trayecto","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","17","0","0","0"
NULL,"Seminario ""Pensamiento Computacional""","SEMINARIOPENSACOM","Seminario","Agosto 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Pensamiento Computacional""","ISPT","Instituto Superior del Profesorado Tecnológico","10","0","0","0"
NULL,"Seminario ""Pensamiento Computacional""","SEMINARIOPENSACOM","Seminario","Marzo 2022","2022","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Pensamiento Computacional""","ISCAL","Instituto Superior Carlos Alberto Leguizamón","8","0","0","0"
NULL,"Formación Pedagógica Trayectorias Escolares y Enseñanza en el PIT","FORM_PIT","Formación pedagógica (postítulo)","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","URQUIZA","Escuela Normal Superior Justo José de Urquiza","1","0","0","0"
NULL,"Formación Pedagógica Trayectorias Escolares y Enseñanza en el PIT","FORM_PIT","Formación pedagógica (postítulo)","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","1","0","0","0"
NULL,"Formación Pedagógica Trayectorias Escolares y Enseñanza en el PIT","FORM_PIT","Formación pedagógica (postítulo)","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","9","0","0","0"
NULL,"Ciclo Entre Colegas. ""Borges a caballo, entre la tradición y la vanguardia""","ENTRECOLEGAS2020","Seminario","Agosto 2020","2020","Formación para docentes de todos los niveles del sistema educativo","Ciclo Entre Colegas. ""Borges a caballo, entre la tradición y la vanguardia""","ISCAL","Instituto Superior Carlos Alberto Leguizamón","248","0","0","0"
NULL,"Testing","TEST_TRAYECTO","Trayecto","Abril 2021","2021",NULL,"Testing","TEST","Testing","2","0","0","0"
NULL,"Ciclo de lectura: “CLÁSICOS. Relatos pasados sobre cuestiones presentes""","CICLOLECTURACLASICOS","Seminario","Junio 2020","2020","Formación para docentes de todos los niveles del sistema educativo","Ciclo de lectura: “CLÁSICOS. Relatos pasados sobre cuestiones presentes""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","161","0","0","0"
NULL,"Taller:  Dar clase con herramientas digitales","HERRAMIENTASDIGITALES","Seminario","Septiembre 2020","2020","Formación de estudiantes de institutos de formación docente y docentes noveles","Taller:  Dar clase con herramientas digitales","IESSB","Instituto de Enseñanza Superior Simón Bolívar","882","0","0","0"
NULL,"Ateneo Didáctico de Ciencias Sociales: Las sociedades y los espacios geográficos","ATENEOSOCIALES1","Seminario","Septiembre 2020","2020","Formación para docentes de todos los niveles del sistema educativo","Ateneo Didáctico de Ciencias Sociales: Las sociedades y los espacios geográficos","ISCAL","Instituto Superior Carlos Alberto Leguizamón","603","0","0","0"
NULL,"Ateneo Didáctico de Ciencias Sociales: Las sociedades y los espacios geográficos","ATENEOSOCIALES1","Seminario","Abril 2021","2021","Formación para docentes de todos los niveles del sistema educativo","Ateneo Didáctico de Ciencias Sociales: Las sociedades y los espacios geográficos","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","103","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","URQUIZA","Escuela Normal Superior Justo José de Urquiza","3","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CARENA","Instituto Superior Dr. Carlos María Carena","35","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","SANMARTIN","Colegio Superior San Martín","51","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","98","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","42","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","9","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","291","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CCASTRO","Conservatorio Superior de Música Juan José Castro","41","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020 - ISEP","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","2","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Marzo 2022","2022","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","URQUIZA","Escuela Normal Superior Justo José de Urquiza","16","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Marzo 2022","2022","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CARENA","Instituto Superior Dr. Carlos María Carena","1","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Marzo 2022","2022","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","34","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Marzo 2022","2022","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","21","0","0","0"
NULL,"Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Marzo 2022","2022","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","163","0","0","0"
NULL,"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","SANMARTIN","Colegio Superior San Martín","24","0","0","0"
NULL,"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","9","0","0","0"
NULL,"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","4","0","0","0"
NULL,"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CCASTRO","Conservatorio Superior de Música Juan José Castro","10","0","0","0"
NULL,"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Marzo 2022","2022","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","URQUIZA","Escuela Normal Superior Justo José de Urquiza","1","0","0","0"
NULL,"Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Marzo 2022","2022","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CCASTRO","Conservatorio Superior de Música Juan José Castro","1","0","0","0"
NULL,"Ateneo Didáctico de Matemática: Geometría y medida","ATENEOMATEMATICA1","Seminario","Octubre 2020","2020","Formación de docentes del nivel de educación inicial y primario","Ateneo Didáctico de Matemática: Geometría y medida","ISCAL","Instituto Superior Carlos Alberto Leguizamón","371","0","0","0"
NULL,"Ateneo Didáctico de Matemática: Geometría y medida","ATENEOMATEMATICA1","Seminario","Mayo 2021","2021","Formación de docentes del nivel de educación inicial y primario","Ateneo Didáctico de Matemática: Geometría y medida","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","157","0","0","0"
NULL,"Seminario Educación Sexual Integral","SEMINARIOESI","Seminario","Agosto 2021","2021","Formación docente complementaria","Seminario Educación Sexual Integral","IESSB","Instituto de Enseñanza Superior Simón Bolívar","335","0","0","0"
NULL,"Seminario: Formación para equipos docentes del Secundario para Jóvenes y Adultos en línea","SEMINARIOSECUNDARIOJYA","Seminario","Septiembre 2021","2021","Formación de docentes de las modalidades del sistema educativo","Seminario: Formación para equipos docentes del Secundario para Jóvenes y Adultos en línea","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","90","0","0","0"
NULL,"Ateneo de Ciencias Naturales - Educación Primaria: La Tierra, el universo y sus cambios. Mirando el cielo desde la tierra","ATENEONATURALES1","Seminario","Agosto 2021","2021","Formación de docentes del nivel de educación inicial y primario","Ateneo de Ciencias Naturales - Educación Primaria: La Tierra, el universo y sus cambios. Mirando el cielo desde la tierra","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","101","0","0","0"
