"anio","carrera","carrera_siglas","tipo","cohorte","cohorte_anio","linea_formativa","propuesta","ifda_sigla","ifda","prematriculados","inician_curso","aprueban_MI","cursantes_T3"
"2017","Actualización Académica en Educación de Jóvenes y Adultos","ADULTOS_ACT","Trayecto","Junio 2017","2017","Formación de docentes de las modalidades del sistema educativo","Educación de Jóvenes y Adultos","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","15","0","0","0"
"2017","Actualización Académica en Educación de Jóvenes y Adultos","ADULTOS_ACT","Trayecto","Junio 2017","2017","Formación de docentes de las modalidades del sistema educativo","Educación de Jóvenes y Adultos","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","381","0","132","127"
"2017","Actualización Académica en Educación de Jóvenes y Adultos","ADULTOS_ACT","Trayecto","Junio 2017","2017","Formación de docentes de las modalidades del sistema educativo","Educación de Jóvenes y Adultos","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","31","0","0","0"
"2017","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","7","0","0","0"
"2017","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","CARENA","Instituto Superior Dr. Carlos María Carena","4","0","0","0"
"2017","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","97","0","44","43"
"2017","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","SANMARTIN","Colegio Superior San Martín","7","0","0","0"
"2017","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","34","0","17","17"
"2017","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","8","0","0","0"
"2017","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior","GESTIONSUP_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","2","0","0","0"
"2017","Seminario ""Videojuegos en la Enseñanza de Temas de Agenda Contemporánea""","SEMINARIOVJ","Seminario","Agosto 2017","2017","Formación para docentes de todos los niveles del sistema educativo","Seminario ""Videojuegos en la Enseñanza de Temas de Agenda Contemporánea""","URQUIZA","Escuela Normal Superior Justo José de Urquiza","33","7","0","7"
"2017","Seminario ""Videojuegos en la Enseñanza de Temas de Agenda Contemporánea""","SEMINARIOVJ","Seminario","Agosto 2017","2017","Formación para docentes de todos los niveles del sistema educativo","Seminario ""Videojuegos en la Enseñanza de Temas de Agenda Contemporánea""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","192","81","0","81"
"2017","Seminario ""Videojuegos en la Enseñanza de Temas de Agenda Contemporánea""","SEMINARIOVJ","Seminario","Agosto 2017","2017","Formación para docentes de todos los niveles del sistema educativo","Seminario ""Videojuegos en la Enseñanza de Temas de Agenda Contemporánea""","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","31","18","0","18"
"2017","Seminario ""Sarmiento. Civilización y barbarie""","SEMINARIOSARMIENTO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Sarmiento. Civilización y barbarie""","URQUIZA","Escuela Normal Superior Justo José de Urquiza","78","28","0","28"
"2017","Seminario ""Sarmiento. Civilización y barbarie""","SEMINARIOSARMIENTO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Sarmiento. Civilización y barbarie""","CARENA","Instituto Superior Dr. Carlos María Carena","22","12","0","12"
"2017","Seminario ""Sarmiento. Civilización y barbarie""","SEMINARIOSARMIENTO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Sarmiento. Civilización y barbarie""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","324","91","0","91"
"2017","Seminario ""Sarmiento. Civilización y barbarie""","SEMINARIOSARMIENTO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Sarmiento. Civilización y barbarie""","SANMARTIN","Colegio Superior San Martín","21","9","0","9"
"2017","Seminario ""Sarmiento. Civilización y barbarie""","SEMINARIOSARMIENTO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Sarmiento. Civilización y barbarie""","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","39","28","0","28"
"2017","Seminario ""Sarmiento. Civilización y barbarie""","SEMINARIOSARMIENTO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Sarmiento. Civilización y barbarie""","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","37","17","0","17"
"2017","Seminario ""Sarmiento. Civilización y barbarie""","SEMINARIOSARMIENTO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""Sarmiento. Civilización y barbarie""","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","23","18","0","18"
"2017","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","SEMINARIOESPACIO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","URQUIZA","Escuela Normal Superior Justo José de Urquiza","47","18","0","18"
"2017","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","SEMINARIOESPACIO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","CARENA","Instituto Superior Dr. Carlos María Carena","17","0","0","0"
"2017","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","SEMINARIOESPACIO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","174","50","0","50"
"2017","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","SEMINARIOESPACIO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","SANMARTIN","Colegio Superior San Martín","4","0","0","0"
"2017","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","SEMINARIOESPACIO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","27","0","0","0"
"2017","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","SEMINARIOESPACIO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","21","0","0","0"
"2017","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","SEMINARIOESPACIO","Seminario","Agosto 2017","2017","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Exploración del Espacio y la Estatura del Hombre""","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","15","0","0","0"
"2017","Seminario ""Memoria en Democracia de los Tiempos de Oscuridad""","SEMINARIOMEMORIA","Seminario","Agosto 2017","2017","Formación para docentes de todos los niveles del sistema educativo","Seminario ""Memoria en Democracia de los Tiempos de Oscuridad""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","163","76","0","76"
"2017","Seminario ""Innovación y Justicia Educativa para Supervisores""","SUPERVISORES","Seminario","Septiembre 2017","2017","Formación de directores y supervisores","Seminario ""Innovación y Justicia Educativa para Supervisores""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","175","174","0","174"
"2017","Seminario para tutores en Pedagogía y Cultura: ""El legado y la transmisión""","SEMINARIOPYC","Seminario","Noviembre 2017","2017","Formación de profesores virtuales para propuestas del ISEP","Seminario para tutores en Pedagogía y Cultura: ""El legado y la transmisión""","ISEP","Instituto Superior de Estudios Pedagógicos","203","186","0","186"
"2017","Seminario “Escuelas y Tecnologías. Leer pese a todo”","SEMINARIOEYT","Seminario","Noviembre 2017","2017","Formación de profesores virtuales para propuestas del ISEP","Seminario “Escuelas y Tecnologías. Leer pese a todo”","ISEP","Instituto Superior de Estudios Pedagógicos","235","208","0","208"
"2017","Formación Pedagógica ""Educación de Jóvenes y Adultos""","FORM_ADULTOS","Formación pedagógica (postítulo)","Junio 2017","2017","Formación de docentes de las modalidades del sistema educativo","Educación de Jóvenes y Adultos","URQUIZA","Escuela Normal Superior Justo José de Urquiza","1","0","1","0"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","5","0","5","1"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","59","0","59","32"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","SANMARTIN","Colegio Superior San Martín","6","0","6","1"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","3","0","3","2"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","17","0","17","16"
"2018","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","PROGRAMACION","Trayecto","Septiembre 2016","2016","Formación de docentes en el área de medios y tecnologías","Especialización Docente de Nivel Superior en Enseñanza de la Programación en Informática","IESSB","Instituto de Enseñanza Superior Simón Bolívar","78","0","78","66"
"2018","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","DIRESPECIALES","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","URQUIZA","Escuela Normal Superior Justo José de Urquiza","5","0","0","0"
"2018","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","DIRESPECIALES","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","CARENA","Instituto Superior Dr. Carlos María Carena","1","0","0","0"
"2018","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","DIRESPECIALES","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","IESSB","Instituto de Enseñanza Superior Simón Bolívar","83","0","44","42"
"2018","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","DIRESPECIALES","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","SANMARTIN","Colegio Superior San Martín","7","0","0","0"
"2018","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","DIRESPECIALES","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","1","0","0","0"
"2018","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","DIRESPECIALES","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","2","0","0","0"
"2018","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","DIRESPECIALES","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","2","0","0","0"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","45","0","45","23"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","CARENA","Instituto Superior Dr. Carlos María Carena","8","0","8","3"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","179","0","179","91"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","SANMARTIN","Colegio Superior San Martín","14","0","14","4"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","23","0","23","10"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","6","0","6","3"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","74","0","72","67"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","26","0","26","14"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","CARENA","Instituto Superior Dr. Carlos María Carena","8","0","8","2"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","77","0","77","37"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","SANMARTIN","Colegio Superior San Martín","7","0","7","3"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","15","0","15","8"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC","Trayecto","Septiembre 2016","2016","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","9","0","9","1"
"2018","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","57","0","56","49"
"2018","Seminario de Formación para Tutores","TUTORES","Seminario","Septiembre 2018 Edición especial para docentes ProA","2018","Formación de profesores virtuales para propuestas del ISEP","Seminario de Formación para Tutores","ISEP","Instituto Superior de Estudios Pedagógicos","6","6","0","6"
"2018","Seminario de Formación para Tutores","TUTORES","Seminario","Octubre 2018","2018","Formación de profesores virtuales para propuestas del ISEP","Seminario de Formación para Tutores","ISEP","Instituto Superior de Estudios Pedagógicos","768","728","0","728"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","27","0","27","24"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","CARENA","Instituto Superior Dr. Carlos María Carena","1","0","1","1"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","142","0","141","135"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","27","0","27","25"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","1","0","1","0"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","5","0","5","5"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","46","0","23","23"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","CARENA","Instituto Superior Dr. Carlos María Carena","9","0","0","0"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","SANMARTIN","Colegio Superior San Martín","7","0","0","0"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","39","0","24","24"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","3","0","0","0"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","269","0","165","163"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial","GESTIONINI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","2","0","0","0"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","86","0","86","76"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","CARENA","Instituto Superior Dr. Carlos María Carena","25","0","25","23"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","IESSB","Instituto de Enseñanza Superior Simón Bolívar","305","0","303","280"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","SANMARTIN","Colegio Superior San Martín","30","0","30","25"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","63","0","63","56"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","26","0","26","26"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","25","0","25","23"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","124","0","66","62"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","CARENA","Instituto Superior Dr. Carlos María Carena","50","0","26","26"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","SANMARTIN","Colegio Superior San Martín","49","0","32","32"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","126","0","73","73"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","46","0","29","29"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","535","0","334","331"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","GESTIONPRI_ESP","Trayecto","Febrero 2018","2018","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","40","0","12","12"
"2018","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria","GESTIONSEC_ESP","Trayecto","Junio 2017","2017","Formación de directores y supervisores","Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ","URQUIZA","Escuela Normal Superior Justo José de Urquiza","23","0","23","21"
