idcarrera,idcohorte,linea_formativa,propuesta,carrera,carrera_siglas,tipo,cohorte_anio,anio,idsede,ifda,ifda_siglas,departamento,iddepartamento,inscriptos,aceptados,aprobados_mi,inician_cursada_seminario,cursantes_t3,cursando_hoy,egresados_intermedio,egresados,aprobados_mi2,tiene_egresados,tiene_egresados_inter,ingresantes
44,62,Formación docente complementaria,Profesorado de Educación Superior en Biología,Profesorado de Educación Superior en Biología,PROFSUP_BIOL,Profesorado,2018,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,7,0,0,0,0,1,0,0
37,55,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS,Profesorado,2018,2018,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,4,3,3,0,0,0,0,0,0,1,0,3
37,55,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS,Profesorado,2018,2019,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,,,,0,3,0,0,0,0,1,0,0
37,55,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS,Profesorado,2018,2020,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,,,,0,3,0,0,2,0,1,0,0
42,60,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF,Profesorado,2018,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,1,0,0,1,0,1,0,0
44,62,Formación docente complementaria,Profesorado de Educación Superior en Biología,Profesorado de Educación Superior en Biología,PROFSUP_BIOL,Profesorado,2018,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,5,0,0,4,0,1,0,0
46,64,Formación docente complementaria,Profesorado de Educación Superior en Geografía,Profesorado de Educación Superior en Geografía,PROFSUP_GEOG,Profesorado,2018,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,1,0,0,0,0,1,0,0
46,64,Formación docente complementaria,Profesorado de Educación Superior en Geografía,Profesorado de Educación Superior en Geografía,PROFSUP_GEOG,Profesorado,2018,2020,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,1,0,0,0,0,1,0,0
48,66,Formación docente complementaria,Profesorado de Educación Superior en Lengua y Literatura,Profesorado de Educación Superior en Lengua y Literatura,PROFSUP_LENGYLIT,Profesorado,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,8,2,2,0,0,0,0,0,0,1,0,2
42,60,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF,Profesorado,2018,2021,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,,,,0,0,0,0,0,0,1,0,0
49,67,Formación docente complementaria,Profesorado de Educación Superior en Matemática,Profesorado de Educación Superior en Matemática,PROFSUP_MAT,Profesorado,2018,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,5,0,0,0,0,1,0,0
49,67,Formación docente complementaria,Profesorado de Educación Superior en Matemática,Profesorado de Educación Superior en Matemática,PROFSUP_MAT,Profesorado,2018,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,4,0,0,4,0,1,0,0
48,66,Formación docente complementaria,Profesorado de Educación Superior en Lengua y Literatura,Profesorado de Educación Superior en Lengua y Literatura,PROFSUP_LENGYLIT,Profesorado,2018,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,2,0,0,0,0,1,0,0
48,66,Formación docente complementaria,Profesorado de Educación Superior en Lengua y Literatura,Profesorado de Educación Superior en Lengua y Literatura,PROFSUP_LENGYLIT,Profesorado,2018,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,2,0,0,1,0,1,0,0
50,68,Formación docente complementaria,Profesorado de Educación Superior en Química,Profesorado de Educación Superior en Química,PROFSUP_QUIM,Profesorado,2018,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,1,0,0
55,73,Formación para docentes de todos los niveles del sistema educativo,Seminario. La Enseñanza y el Aprendizaje Basados en Proyectos. Una propuesta de implementación en torno a la energía y el desarrollo sostenible,Seminario. La Enseñanza y el Aprendizaje Basados en Proyectos. Una propuesta de implementación en torno a la energía y el desarrollo sostenible,SEMINARIOEABP,Seminario,2018,2018,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,60,60,,58,58,0,0,24,0,1,0,58
56,79,Formación para docentes de todos los niveles del sistema educativo,"Seminario ""Videojuegos en la Enseñanza de las Ciencias Sociales""","Seminario ""Videojuegos en la Enseñanza de las Ciencias Sociales""",SEMINARIOVJSC,Seminario,2018,2018,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,84,42,,25,25,0,0,11,0,1,0,25
56,79,Formación para docentes de todos los niveles del sistema educativo,"Seminario ""Videojuegos en la Enseñanza de las Ciencias Sociales""","Seminario ""Videojuegos en la Enseñanza de las Ciencias Sociales""",SEMINARIOVJSC,Seminario,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,24,8,,8,8,0,0,1,0,1,0,8
56,79,Formación para docentes de todos los niveles del sistema educativo,"Seminario ""Videojuegos en la Enseñanza de las Ciencias Sociales""","Seminario ""Videojuegos en la Enseñanza de las Ciencias Sociales""",SEMINARIOVJSC,Seminario,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,24,15,,14,14,0,0,9,0,1,0,14
30,76,Formación de estudiantes de institutos de formación docente y docentes noveles,Seminario. Enciclopedia imaginaria: cuentos de Borges,Seminario. Enciclopedia imaginaria: cuentos de Borges,SEMINARIOBORGES,Seminario,2018,2018,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,51,22,,20,20,0,0,12,0,1,0,20
33,78,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""",SEMINARIOMUSICAS,Seminario,2018,2018,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,58,31,,30,30,0,0,13,0,1,0,30
22,74,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""Sarmiento. Civilización y barbarie""","Seminario ""Sarmiento. Civilización y barbarie""",SEMINARIOSARMIENTO,Seminario,2018,2018,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,94,39,,37,37,0,0,17,0,1,0,37
31,77,Formación de estudiantes de institutos de formación docente y docentes noveles,Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado,Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado,SEMINARIORANCIERE,Seminario,2018,2018,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,91,46,,41,41,0,0,18,0,1,0,41
23,75,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""La Exploración del Espacio y la Estatura del Hombre""","Seminario ""La Exploración del Espacio y la Estatura del Hombre""",SEMINARIOESPACIO,Seminario,2018,2018,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,44,20,,18,18,0,0,9,0,1,0,18
33,78,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""",SEMINARIOMUSICAS,Seminario,2018,2018,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,60,32,,26,26,0,0,15,0,1,0,26
30,76,Formación de estudiantes de institutos de formación docente y docentes noveles,Seminario. Enciclopedia imaginaria: cuentos de Borges,Seminario. Enciclopedia imaginaria: cuentos de Borges,SEMINARIOBORGES,Seminario,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,54,34,,32,32,0,0,13,0,1,0,32
22,74,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""Sarmiento. Civilización y barbarie""","Seminario ""Sarmiento. Civilización y barbarie""",SEMINARIOSARMIENTO,Seminario,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,12,,,0,0,0,0,0,0,1,0,0
31,77,Formación de estudiantes de institutos de formación docente y docentes noveles,Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado,Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado,SEMINARIORANCIERE,Seminario,2018,2018,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,54,47,,42,42,0,0,28,0,1,0,42
33,78,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""",SEMINARIOMUSICAS,Seminario,2018,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,38,32,,31,31,0,0,16,0,1,0,31
23,75,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""La Exploración del Espacio y la Estatura del Hombre""","Seminario ""La Exploración del Espacio y la Estatura del Hombre""",SEMINARIOESPACIO,Seminario,2018,2018,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,9,,,0,0,0,0,0,0,1,0,0
23,75,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""La Exploración del Espacio y la Estatura del Hombre""","Seminario ""La Exploración del Espacio y la Estatura del Hombre""",SEMINARIOESPACIO,Seminario,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,30,24,,24,24,0,0,13,0,1,0,24
31,77,Formación de estudiantes de institutos de formación docente y docentes noveles,Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado,Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado,SEMINARIORANCIERE,Seminario,2018,2018,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,47,39,,35,35,0,0,13,0,1,0,35
30,76,Formación de estudiantes de institutos de formación docente y docentes noveles,Seminario. Enciclopedia imaginaria: cuentos de Borges,Seminario. Enciclopedia imaginaria: cuentos de Borges,SEMINARIOBORGES,Seminario,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,25,16,,13,13,0,0,10,0,1,0,13
30,76,Formación de estudiantes de institutos de formación docente y docentes noveles,Seminario. Enciclopedia imaginaria: cuentos de Borges,Seminario. Enciclopedia imaginaria: cuentos de Borges,SEMINARIOBORGES,Seminario,2018,2018,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,62,31,,28,28,0,0,14,0,1,0,28
23,75,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""La Exploración del Espacio y la Estatura del Hombre""","Seminario ""La Exploración del Espacio y la Estatura del Hombre""",SEMINARIOESPACIO,Seminario,2018,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,9,,,0,0,0,0,0,0,1,0,0
22,74,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""Sarmiento. Civilización y barbarie""","Seminario ""Sarmiento. Civilización y barbarie""",SEMINARIOSARMIENTO,Seminario,2018,2018,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,7,,,0,0,0,0,0,0,1,0,0
57,80,Formación para docentes de todos los niveles del sistema educativo,"Seminario ""Plaza Cielo y Tierra"": otro espacio para la enseñanza de las Ciencias Naturales","Seminario ""Plaza Cielo y Tierra"": otro espacio para la enseñanza de las Ciencias Naturales",SEMINARIOPCT,Seminario,2018,2018,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,77,49,,46,46,0,0,16,0,1,0,46
58,81,Formación para docentes de todos los niveles del sistema educativo,"Ciclo Entre Colegas. ""Sarmiento y Ranciere: contrapuntos entre civilización y emancipación""","Ciclo Entre Colegas. ""Sarmiento y Ranciere: contrapuntos entre civilización y emancipación""",ENTRECOLEGAS2018,Seminario,2018,2018,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,351,225,,207,207,0,0,50,0,1,0,207
58,81,Formación para docentes de todos los niveles del sistema educativo,"Ciclo Entre Colegas. ""Sarmiento y Ranciere: contrapuntos entre civilización y emancipación""","Ciclo Entre Colegas. ""Sarmiento y Ranciere: contrapuntos entre civilización y emancipación""",ENTRECOLEGAS2018,Seminario,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,91,73,,67,67,0,0,26,0,1,0,67
58,81,Formación para docentes de todos los niveles del sistema educativo,"Ciclo Entre Colegas. ""Sarmiento y Ranciere: contrapuntos entre civilización y emancipación""","Ciclo Entre Colegas. ""Sarmiento y Ranciere: contrapuntos entre civilización y emancipación""",ENTRECOLEGAS2018,Seminario,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,70,45,,43,43,0,0,15,0,1,0,43
52,70,Formación docente complementaria,Formación Pedagógica para la Educación Secundaria,Formación Pedagógica para la Educación Secundaria,FORM_SEC,Formación pedagógica (profesorado),2018,2020,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,,,,0,0,0,0,0,0,1,0,0
52,70,Formación docente complementaria,Formación Pedagógica para la Educación Secundaria,Formación Pedagógica para la Educación Secundaria,FORM_SEC,Formación pedagógica (profesorado),2018,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,2,0,0,2,0,1,0,0
38,56,Formación docente complementaria,Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base),Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base),PROFSEC_GEOG,Profesorado,2018,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,0,0,0,0,0,1,0,0
47,65,Formación docente complementaria,Profesorado de Educación Superior en Historia,Profesorado de Educación Superior en Historia,PROFSUP_HIS,Profesorado,2018,2020,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,1,0,0,1,0,1,0,0
52,70,Formación docente complementaria,Formación Pedagógica para la Educación Secundaria,Formación Pedagógica para la Educación Secundaria,FORM_SEC,Formación pedagógica (profesorado),2018,2020,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,0,0,0,0,0,1,0,0
37,55,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS,Profesorado,2018,2021,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,,,,0,1,0,0,1,0,1,0,0
37,55,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS,Profesorado,2018,2020,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,1,0,0,1,0,1,0,0
62,85,Formación para docentes de todos los niveles del sistema educativo,"Taller ""Las imágenes y el cine en la enseñanza del inglés""","Taller ""Las imágenes y el cine en la enseñanza del inglés""",TALLERCINEINGLES,Seminario,2018,2018,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,90,60,,60,60,0,0,31,0,1,0,60
32,82,Nuevos lugares docentes: desafíos para acompañar la enseñanza,"Seminario ""De sala en sala: fortalecer la educación de la primera infancia""","Seminario ""De sala en sala: fortalecer la educación de la primera infancia""",SEMINARIOPRIMERAINFANCIA,Seminario,2018,2018,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,27,27,,26,26,0,0,26,0,1,0,26
59,83,Nuevos lugares docentes: desafíos para acompañar la enseñanza,"Seminario ""Mentores: fortalecer el oficio docente, recibir a los 'nuevos'""","Seminario ""Mentores: fortalecer el oficio docente, recibir a los 'nuevos'""",SEMINARIOMENTORES,Seminario,2018,2018,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,13,13,,13,13,0,0,13,0,1,0,13
6,86,Formación de profesores virtuales para propuestas del ISEP,Seminario de Formación para Tutores,Seminario de Formación para Tutores,TUTORES,Seminario,2018,2018,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,6,6,,6,6,0,0,6,0,1,0,6
63,87,Formación para docentes de todos los niveles del sistema educativo,Seminario de Formación para Coordinadores ProA,Seminario de Formación para Coordinadores ProA,SEMINARIOCOORDINADORESPROA,Seminario,2018,2018,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,144,144,,142,142,0,0,110,0,1,0,142
6,90,Formación de profesores virtuales para propuestas del ISEP,Seminario de Formación para Tutores,Seminario de Formación para Tutores,TUTORES,Seminario,2018,2018,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,768,768,,728,728,0,0,419,0,1,0,728
65,89,Formación para docentes de todos los niveles del sistema educativo,Seminario de formación para secretarios/as Pro,Seminario de formación para secretarios/as Pro,SEMINARIOSECRETARIOSPROA,Seminario,2018,2018,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,290,290,,280,280,0,0,163,0,1,0,280
64,88,Formación para docentes de todos los niveles del sistema educativo,Seminario de formación para profesores ProA,Seminario de formación para profesores ProA,SEMINARIODOCENTESPROA,Seminario,2018,2018,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,309,309,,291,291,0,0,174,0,1,0,291
66,91,Formación para docentes de todos los niveles del sistema educativo,Seminario de formación para preceptores ProA,Seminario de formación para preceptores ProA,SEMINARIOPRECEPTORESPROA,Seminario,2018,2018,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,191,191,,181,181,0,0,127,0,1,0,181
68,98,Formación de profesores virtuales para propuestas del ISEP,Seminario de lectura: Contribuciones al diálogo entre la pedagogía y la cultura,Seminario de lectura: Contribuciones al diálogo entre la pedagogía y la cultura,SEMINARIOLECTURAPYC,Seminario,2019,2019,7,Instituto Superior de Estudios Pedagógicos,ISEP,Capital,26,20,20,,20,20,0,0,17,0,1,0,20
23,93,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""La Exploración del Espacio y la Estatura del Hombre""","Seminario ""La Exploración del Espacio y la Estatura del Hombre""",SEMINARIOESPACIO,Seminario,2019,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,36,28,,28,28,0,0,12,0,1,0,28
67,97,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""La evolución de lo viviente: Darwin imprescindible""","Seminario ""La evolución de lo viviente: Darwin imprescindible""",SEMINARIODARWIN,Seminario,2019,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,90,62,,61,61,0,0,35,0,1,0,61
33,96,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""",SEMINARIOMUSICAS,Seminario,2019,2019,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,47,30,,27,27,0,0,14,0,1,0,27
23,93,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""La Exploración del Espacio y la Estatura del Hombre""","Seminario ""La Exploración del Espacio y la Estatura del Hombre""",SEMINARIOESPACIO,Seminario,2019,2019,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,71,54,,52,52,0,0,28,0,1,0,52
22,92,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""Sarmiento. Civilización y barbarie""","Seminario ""Sarmiento. Civilización y barbarie""",SEMINARIOSARMIENTO,Seminario,2019,2019,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,113,60,,60,60,0,0,39,0,1,0,60
67,97,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""La evolución de lo viviente: Darwin imprescindible""","Seminario ""La evolución de lo viviente: Darwin imprescindible""",SEMINARIODARWIN,Seminario,2019,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,60,45,,39,39,0,0,28,0,1,0,39
31,95,Formación de estudiantes de institutos de formación docente y docentes noveles,Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado,Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado,SEMINARIORANCIERE,Seminario,2019,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,116,54,,49,49,0,0,25,0,1,0,49
31,95,Formación de estudiantes de institutos de formación docente y docentes noveles,Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado,Seminario. Jacques Rancière: del maestro ignorante al espectador emancipado,SEMINARIORANCIERE,Seminario,2019,2019,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,49,37,,37,37,0,0,33,0,1,0,37
30,94,Formación de estudiantes de institutos de formación docente y docentes noveles,Seminario. Enciclopedia imaginaria: cuentos de Borges,Seminario. Enciclopedia imaginaria: cuentos de Borges,SEMINARIOBORGES,Seminario,2019,2019,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,47,30,,29,29,0,0,13,0,1,0,29
30,94,Formación de estudiantes de institutos de formación docente y docentes noveles,Seminario. Enciclopedia imaginaria: cuentos de Borges,Seminario. Enciclopedia imaginaria: cuentos de Borges,SEMINARIOBORGES,Seminario,2019,2019,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,74,45,,43,43,0,0,30,0,1,0,43
33,96,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""","Seminario ""Vidas con banda sonora. Músicas e identidades en la Argentina""",SEMINARIOMUSICAS,Seminario,2019,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,48,35,,34,34,0,0,20,0,1,0,34
23,93,Formación de estudiantes de institutos de formación docente y docentes noveles,"Seminario ""La Exploración del Espacio y la Estatura del Hombre""","Seminario ""La Exploración del Espacio y la Estatura del Hombre""",SEMINARIOESPACIO,Seminario,2019,2019,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,33,33,,32,32,0,0,15,0,1,0,32
35,105,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT,Profesorado,2019,2019,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,46,9,6,0,6,0,0,0,0,1,0,6
35,105,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT,Profesorado,2019,2020,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,5,0,0,0,0,1,0,0
35,105,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT,Profesorado,2019,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,5,0,0,5,0,1,0,0
41,111,Formación docente complementaria,Profesorado de Educación Secundaria en Química (en concurrencia con título de base),Profesorado de Educación Secundaria en Química (en concurrencia con título de base),PROFSEC_QUIM,Profesorado,2019,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,9,5,3,0,3,0,0,0,0,1,0,3
98,99,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS19,Trayecto,2019,2019,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,222,111,63,0,60,0,0,0,0,0,1,63
40,110,Formación docente complementaria,Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),PROFSEC_LENGYLIT,Profesorado,2019,2019,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,1,,,0,0,0,0,0,0,1,0,0
15,101,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2019,2019,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,124,61,25,0,17,0,0,0,0,0,1,25
98,99,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS19,Trayecto,2019,2020,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,,,,0,46,0,45,0,0,0,1,0
69,125,Formación de docentes del nivel de educación secundaria,Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,FORM_ATES,Formación pedagógica (postítulo),2019,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,9,,,0,0,0,0,0,0,1,0,0
52,122,Formación docente complementaria,Formación Pedagógica para la Educación Secundaria,Formación Pedagógica para la Educación Secundaria,FORM_SEC,Formación pedagógica (profesorado),2019,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,54,25,19,0,18,0,0,0,0,1,0,19
16,100,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2019,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,187,108,46,0,43,0,0,0,0,0,1,46
52,122,Formación docente complementaria,Formación Pedagógica para la Educación Secundaria,Formación Pedagógica para la Educación Secundaria,FORM_SEC,Formación pedagógica (profesorado),2019,2020,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,17,0,0,16,0,1,0,0
46,116,Formación docente complementaria,Profesorado de Educación Superior en Geografía,Profesorado de Educación Superior en Geografía,PROFSUP_GEOG,Profesorado,2019,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,4,,,0,0,0,0,0,0,1,0,0
