idcarrera,idcohorte,linea_formativa,propuesta,carrera,carrera_siglas,tipo,cohorte_anio,anio,idsede,ifda,ifda_siglas,departamento,iddepartamento,inscriptos,aceptados,aprobados_mi,inician_cursada_seminario,cursantes_t3,cursando_hoy,egresados_intermedio,egresados,aprobados_mi2,tiene_egresados,tiene_egresados_inter,ingresantes
123,246,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS21,Profesorado,2021,2022,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,4,0,0,0,0,0,0,0
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2021,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,22,6,5,0,5,0,0,0,0,0,0,5
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2022,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,1,0,0,0,0,0,0,0
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2023,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,1,0,0,0,0,0,0,0
127,252,Formación docente complementaria,Profesorado de Educación Secundaria en Química (en concurrencia con título de base),Profesorado de Educación Secundaria en Química (en concurrencia con título de base),PROFSEC_QUIM21,Profesorado,2021,2021,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,10,1,1,0,1,1,0,0,0,0,0,1
125,248,Formación docente complementaria,Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),PROFSEC_HIS21,Profesorado,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,18,,,0,0,0,0,0,0,0,0,0
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,25,14,11,0,11,0,0,0,0,0,0,11
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,2,0,0,0,0,0,0,0
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2023,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,2,0,0,0,0,0,0,0
129,244,Formación docente complementaria,Profesorado de Inglés (en concurrencia con título de base),Profesorado de Inglés (en concurrencia con título de base),PROF_INGLES21,Profesorado,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,13,1,1,0,1,0,0,0,0,0,0,1
129,244,Formación docente complementaria,Profesorado de Inglés (en concurrencia con título de base),Profesorado de Inglés (en concurrencia con título de base),PROF_INGLES21,Profesorado,2021,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,0,0,0
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2021,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,7,6,6,0,6,6,0,0,0,0,0,6
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2022,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,1,0,0,0,0,0,0,0
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2023,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,1,0,0,0,0,0,0,0
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2021,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,11,8,8,0,8,0,0,0,0,0,0,8
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2022,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,,,,0,0,0,0,0,0,0,0,0
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2021,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,9,4,4,0,4,0,0,0,0,0,0,4
121,251,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT21,Profesorado,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,11,3,3,0,3,0,0,0,0,0,0,3
121,251,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT21,Profesorado,2021,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,0,0,0
129,244,Formación docente complementaria,Profesorado de Inglés (en concurrencia con título de base),Profesorado de Inglés (en concurrencia con título de base),PROF_INGLES21,Profesorado,2021,2021,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,10,6,4,0,4,0,0,0,0,0,0,4
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,32,22,20,0,20,19,0,0,0,0,0,20
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,1,0,0,0,0,0,0,0
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2021,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,21,12,10,0,10,0,0,0,0,0,0,10
126,249,Formación docente complementaria,Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),PROFSEC_LENGYLIT21,Profesorado,2021,2021,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,5,1,1,0,1,0,0,0,0,0,0,1
127,252,Formación docente complementaria,Profesorado de Educación Secundaria en Química (en concurrencia con título de base),Profesorado de Educación Secundaria en Química (en concurrencia con título de base),PROFSEC_QUIM21,Profesorado,2021,2021,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,6,3,2,0,2,2,0,0,0,0,0,2
123,246,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS21,Profesorado,2021,2021,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,3,1,1,0,1,1,0,0,0,0,0,1
126,249,Formación docente complementaria,Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),PROFSEC_LENGYLIT21,Profesorado,2021,2021,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,3,1,1,0,1,0,0,0,0,0,0,1
127,252,Formación docente complementaria,Profesorado de Educación Secundaria en Química (en concurrencia con título de base),Profesorado de Educación Secundaria en Química (en concurrencia con título de base),PROFSEC_QUIM21,Profesorado,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,12,3,3,0,3,3,0,0,0,0,0,3
123,246,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS21,Profesorado,2021,2021,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,5,1,1,0,1,0,0,0,0,0,0,1
125,248,Formación docente complementaria,Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),PROFSEC_HIS21,Profesorado,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,10,,,0,0,0,0,0,0,0,0,0
127,252,Formación docente complementaria,Profesorado de Educación Secundaria en Química (en concurrencia con título de base),Profesorado de Educación Secundaria en Química (en concurrencia con título de base),PROFSEC_QUIM21,Profesorado,2021,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,0,0,0
123,246,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS21,Profesorado,2021,2021,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,2,1,1,0,1,1,0,0,0,0,0,1
129,244,Formación docente complementaria,Profesorado de Inglés (en concurrencia con título de base),Profesorado de Inglés (en concurrencia con título de base),PROF_INGLES21,Profesorado,2021,2021,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,21,6,6,0,6,0,0,0,0,0,0,6
129,244,Formación docente complementaria,Profesorado de Inglés (en concurrencia con título de base),Profesorado de Inglés (en concurrencia con título de base),PROF_INGLES21,Profesorado,2021,2022,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,,,,0,2,0,0,0,0,0,0,0
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2023,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,1,0,0,0,0,0,0,0
125,248,Formación docente complementaria,Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),PROFSEC_HIS21,Profesorado,2021,2021,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,2,,,0,0,0,0,0,0,0,0,0
127,252,Formación docente complementaria,Profesorado de Educación Secundaria en Química (en concurrencia con título de base),Profesorado de Educación Secundaria en Química (en concurrencia con título de base),PROFSEC_QUIM21,Profesorado,2021,2023,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,4,0,0,0,0,0,0,0
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2022,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,,,,0,1,0,0,0,0,0,0,0
127,252,Formación docente complementaria,Profesorado de Educación Secundaria en Química (en concurrencia con título de base),Profesorado de Educación Secundaria en Química (en concurrencia con título de base),PROFSEC_QUIM21,Profesorado,2021,2021,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,4,1,1,0,1,1,0,0,0,0,0,1
125,248,Formación docente complementaria,Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),PROFSEC_HIS21,Profesorado,2021,2022,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,0,0,0,0,0,0,0,0
123,246,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS21,Profesorado,2021,2021,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,6,5,2,0,2,1,0,0,0,0,0,2
123,246,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS21,Profesorado,2021,2022,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,,,,0,0,0,0,0,0,0,0,0
121,251,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT21,Profesorado,2021,2021,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,8,4,3,0,3,0,0,0,0,0,0,3
129,244,Formación docente complementaria,Profesorado de Inglés (en concurrencia con título de base),Profesorado de Inglés (en concurrencia con título de base),PROF_INGLES21,Profesorado,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,17,1,1,0,1,0,0,0,0,0,0,1
